index,id,sentence,subject_entity,object_entity,label,source
21673,21688,"검사 출신 변호사인 금태섭 의원은 . 서울대 대학원 법학과 : 박사 ? 과정을 수료했고 ; , 재학 당시 지도교수 , 가 조 , 후보자로 두 사람은 . 스승 ? 과 제자 ? 관계다 . .","{'word': '금태섭', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}","{'word': '서울대 대학원', 'start_idx': 19, 'end_idx': 25, 'type': 'ORG'}",per:schools_attended,wikitree
21779,21795,"이 때 이충희 감독은 ? 주포 ? 양희승이 아킬레스건 부상을 당한데다가 박규현, 박훈근, ? 박재헌 등의 주전선수 ; 들 ! 이 고려대학교 시절 신기성, 이규섭 등의 , 후배들에게 밀린 백업멤버인 점을 고려해 블런트를 제외한 나머지 선수들은 맨투맨 ! 수비에 치중하되 세트 플레이로 득점을 올리는 이른바 수비농구를 선보였고, , 이것이 잘 먹혀들어가 정규리그 2위를 차지 : 해 플레이오프 . 에 ! 직행한다.","{'word': '이규섭', 'start_idx': 74, 'end_idx': 76, 'type': 'PER'}","{'word': '고려대학교', 'start_idx': 60, 'end_idx': 64, 'type': 'ORG'}",per:schools_attended,wikipedia
22162,22179,"1995년 데이턴 협정이 체결되면서 보스니아 전쟁이 종식되었고 보스니아 헤르체고비나는 ; 보스니아계·크로아티아계가 ; 중심이 된 보스니아 헤르체고비나 연방 ; , 세르비아계가 중심이 된 스릅스카 공화국으로 구성된 연합 국가가 되었다.","{'word': '보스니아 헤르체고비나', 'start_idx': 68, 'end_idx': 78, 'type': 'ORG'}","{'word': '1995년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",org:dissolved,wikipedia
22442,22461,국가보안위원회(國家保安委員會)는 1954년 3월 13일부터 1991년 11월 6일까지 ? 존속했던 소비에트 연방의 정보 기관 ? 이다 ! .,"{'word': '국가보안위원회', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}","{'word': '1991년 11월 6일', 'start_idx': 33, 'end_idx': 44, 'type': 'DAT'}",org:dissolved,wikipedia
22475,22494,"경기도 구리시에서 태어난 전세진은 초등학교 1학년 때 담임 선생님의 영향 . 으로 축구를 시작하였고, 초등학교 4학년 때 부양초등학교로 전학하면서 축구 선수 생활 . 을 본격적으로 시작하였다.","{'word': '전세진', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}","{'word': '부양초등학교', 'start_idx': 65, 'end_idx': 70, 'type': 'ORG'}",per:schools_attended,wikipedia
22671,22691,"경남대학교 . 황성빈(스포츠과학 ; 과 : 4) 학생이 ! 지난 ! 8월 26일 ? ( ? 목) 서울 웨스틴 : 조선 호텔에서 열린 ' : 2020시 ? 즌 한국야구위원회(KBO , ) , 신인 드래프트 , '에서 롯데 자이언츠에 지명돼 , 프로 야구 선수로 데뷔하게 , 됐다.","{'word': '황성빈', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}","{'word': '경남대', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",per:schools_attended,wikitree
22790,22811,"벽성대학 퇴출이 ; 확정되면서 , 2012년 2월 29일에 폐교한 명신대학교, 성화대학, 같은 해 8월에 폐교한 건동대 ; 학교에 이어서 ; 이명박 정부 . 들어 네 번째 ? 퇴출 대학이 되면서 2014년 ? 2월 28일에 폐교됐다.","{'word': '성화대학', 'start_idx': 40, 'end_idx': 43, 'type': 'ORG'}","{'word': '2012년 2월 29일', 'start_idx': 15, 'end_idx': 26, 'type': 'DAT'}",org:dissolved,wikipedia
22796,22817,"이용래 , 는 이 대회에서 MVP를 수상받았다. 고려대학교 ; 진학 후에도 전국 춘계 1, : 2학년 대학축구대회에서 팀을 결승전까지 이끌었지만 명지대학교에 패배하여 준우승에 머물렀다.","{'word': '이용래', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '고려대', 'start_idx': 24, 'end_idx': 26, 'type': 'ORG'}",per:schools_attended,wikipedia
22932,22953,"10일 한 매체는 ""방송인 서장훈이 모교 연세대학교에 광고 모델료 1억 ; 5000만 원을 전액 ! 기부했다""고 보도했다 : .","{'word': '서장훈', 'start_idx': 15, 'end_idx': 17, 'type': 'PER'}","{'word': '연세대학교', 'start_idx': 23, 'end_idx': 27, 'type': 'ORG'}",per:schools_attended,wikitree
23082,23103,1925년 네덜란드의 수학자인 라위트전 브라우어르(L.E.J. Brouwer)의 초청을 받은 뒤부터 ! 암스테르담 대학교에서 수학을 : 전공했다.,"{'word': '라위트전 브라우어르', 'start_idx': 17, 'end_idx': 26, 'type': 'PER'}","{'word': '암스테르담 대학교', 'start_idx': 56, 'end_idx': 64, 'type': 'ORG'}",per:schools_attended,wikipedia
23678,23699,2007년 말 현대 유니콘스가 해체되고 선수단이 : 우리 히어로즈로 넘어갈 때 함께 우리 히어로즈의 선수가 되었다.,"{'word': '현대 유니콘스', 'start_idx': 8, 'end_idx': 14, 'type': 'ORG'}","{'word': '2007년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",org:dissolved,wikipedia
23699,23720,그 ! 후 2008년 2월 17일 민주당과 ! 함께 통합민주당 . 으로 합당 . 하여 소멸하였다.,"{'word': '민주당', 'start_idx': 17, 'end_idx': 19, 'type': 'ORG'}","{'word': '2008년 2월 17일', 'start_idx': 4, 'end_idx': 15, 'type': 'DAT'}",org:dissolved,wikipedia
23732,23753,"그의 농구 , 인생 , 에는 평생 , 의 . 라이벌이자 ; 동반자인 , 정은순이 함께하는데, ! 인성여자고등학교를 함께 졸업 . 하던 시절 이미 . 정은순은 청소년 , 대표 시절부터 성인 무대 ? 에서 바로 통할 정도의 실력과 인지도가 있었던 . 반면 상대적으로 그늘에 , 가렸던 유영주 ! 는 자신의 : 롤 모델이 정은순이었음을 밝혔다.","{'word': '유영주', 'start_idx': 126, 'end_idx': 128, 'type': 'PER'}","{'word': '인성여자고등학교', 'start_idx': 38, 'end_idx': 45, 'type': 'ORG'}",per:schools_attended,wikipedia
23815,23836,2010년 10월 이스트로의 . 해체 . 로 이스트로 선수단 공개 . 드래프트를 통해 KT 롤스터 . 에 영입되었다.,"{'word': '이스트로', 'start_idx': 20, 'end_idx': 23, 'type': 'ORG'}","{'word': '2010년 10월', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}",org:dissolved,wikipedia
24106,24127,2010년 10월 이스트로의 : 해체로 이스트로 선수단 공개 드래프트 . 를 통해 ? STX SouL에 영 ? 입되었다.,"{'word': '이스트로', 'start_idx': 20, 'end_idx': 23, 'type': 'ORG'}","{'word': '2010년 10월', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}",org:dissolved,wikipedia
24323,24344,"발해 멸망 당시 ! 이 . 에서 벗어난 일부 : 말갈족의 , 집단은 이를 ? 여진 ; 이라 불렀으며, 1115년(예종 10 ? ) 금나라를 세워 ? 거란을 멸망 . 시켰고, 금나라는 ! 1234년(고종 21) 원나라에 의하여 무너지고 ; , 1368년(공민왕 ; 17 , ) 원나라 : 는 명나라에 . 의하여 멸망 . 되었으니, 이 지방 ; 은 몇 세기에 : 걸쳐 이들 여러 나라의 판도로 ! 변천을 거듭하였다 , .","{'word': '원나라', 'start_idx': 122, 'end_idx': 124, 'type': 'ORG'}","{'word': '1368년', 'start_idx': 108, 'end_idx': 112, 'type': 'DAT'}",org:dissolved,wikipedia
24497,24519,"1892년 케임브리지 대학교 트리니티 칼리지 , 에 입학함으로써 버트런드 러셀을 알 . 고 철학에 관심을 갖게 되었다.","{'word': '버트런드 러셀', 'start_idx': 33, 'end_idx': 39, 'type': 'PER'}","{'word': '케임브리지 대학교 트리니티 칼리지', 'start_idx': 6, 'end_idx': 23, 'type': 'ORG'}",per:schools_attended,wikipedia
24604,24626,"이후 울산 ! 모비스 피 ! 버스로부터 강동희, 김영만을 영입하 ! 고 중앙대학교 , 포워드 송영진을 ! 신인 드래프트로 영입하 : 는 . 등 높이와 속공 . 을 조화 ! 시킨 ! 농구로 매년 , 플레이오프에 ? 진출하 . 지만 끝내 우승 ? 에 도달하는 ; 데 ; 는 실패했고, 김태환 감독은 2003-04 . 시즌 , 종료 후 물러나고 그 후임으로 박종천 수석코치가 승진했다.","{'word': '송영진', 'start_idx': 42, 'end_idx': 44, 'type': 'PER'}","{'word': '중앙대학교', 'start_idx': 32, 'end_idx': 36, 'type': 'ORG'}",per:schools_attended,wikipedia
24836,24859,"1944년 4월 박정희는 , 300명 가운데 3등 , 성적으로 ; 일본 육군사관학교 57기를 ; 졸업했다 ? .","{'word': '박정희', 'start_idx': 9, 'end_idx': 11, 'type': 'PER'}","{'word': '육군사관학교', 'start_idx': 34, 'end_idx': 39, 'type': 'ORG'}",per:schools_attended,wikipedia
24931,24954,"문성민은 경기 : 대학교에 입학하여 황동일, 신영석과 함께 경기대학교의 ; 전성기를 이끌면서 하계대회, 전국체전, 최강전 등 3관왕을 이룬다.","{'word': '신영석', 'start_idx': 22, 'end_idx': 24, 'type': 'PER'}","{'word': '경기대', 'start_idx': 5, 'end_idx': 7, 'type': 'ORG'}",per:schools_attended,wikipedia
25989,26014,"크바시니에프스키의 어떤 여행들은 1973년 자신 ; 이 입학한 , 그단스크 대학교로부터 여름 휴가를 받을 ? 때 . 일어났다.","{'word': '크바시니에프스키', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': '그단스크 대학교', 'start_idx': 32, 'end_idx': 39, 'type': 'ORG'}",per:schools_attended,wikipedia
26508,26534,"! 그러나 2014년 12월 19일 헌법재판소의 결정 ; ( . 통합진보당 위헌 , 정당해산 . 및 소속 국회의원 자격 박탈)으로 의원직 , 을 . 상실하였다..","{'word': '통합진보당', 'start_idx': 28, 'end_idx': 32, 'type': 'ORG'}","{'word': '2014년 12월 19일', 'start_idx': 4, 'end_idx': 16, 'type': 'DAT'}",org:dissolved,wikipedia
26550,26576,"광주대학교(총장 ; 김혁종 ; ) 여자농구부 강유림( : 스포츠 , 레저학과 ? 4년·포워드)이 여자 , 프로농구 KEB하나은행의 유니폼을 ; 입는다.","{'word': '강유림', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}","{'word': '광주대학교', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}",per:schools_attended,wikitree
26585,26611,"1918년 말 . 독일 제국이 1차 대전에서 패망하자 청년 핀란드인당의 양 , 계파는 결국 분당되었다 ! .","{'word': '핀란드인당', 'start_idx': 31, 'end_idx': 35, 'type': 'ORG'}","{'word': '1918년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",org:dissolved,wikipedia
26859,26885,"이후 ? 에스파냐로 이름을 바꾼 ; 공 : 동왕국은 1478년 ; 에는 카나리아 ; 제도 : 를 정복하고 1492년 1월 2일 , , 무슬림 , 의 마지막 보루 . 이던 그라나다 토후국을 정복하여 레콩키스타를 종결하게 . 되었다.","{'word': '그라나다 토후국', 'start_idx': 71, 'end_idx': 78, 'type': 'ORG'}","{'word': '1492년', 'start_idx': 44, 'end_idx': 48, 'type': 'DAT'}",org:dissolved,wikipedia
26918,26944,", 양태렬은 ; 언남고등학교 축구 , 부를 거쳐 광운대학교 . 축구부에 입단하였다.","{'word': '양태렬', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '언남고등학교', 'start_idx': 5, 'end_idx': 10, 'type': 'ORG'}",per:schools_attended,wikipedia
27359,27387,"고려대 체육교육학과 시절 , 내야수 홍원기와 동기이다 ; .","{'word': '홍원기', 'start_idx': 18, 'end_idx': 20, 'type': 'PER'}","{'word': '고려대', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",per:schools_attended,wikipedia
27388,27416,"윤영선은 단국대학교 시절 ! 홍철 ! 과 ! 함께 U리그 우승을 이끌었고 2010년 신인 드래프트를 통해 성남 일화 천마에 : 입단하였다 , .","{'word': '윤영선', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '단국대학교', 'start_idx': 5, 'end_idx': 9, 'type': 'ORG'}",per:schools_attended,wikipedia
27660,27688,"1946년 소련 내무인민위원회는 소련 내무부로 : 이름을 바꾸었고 . , 국가보안인민위원회는 국가 ? 보안부( : MGB . )로 . 이름을 바꾸었다.","{'word': '내무인민위원회', 'start_idx': 9, 'end_idx': 15, 'type': 'ORG'}","{'word': '1946년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",org:dissolved,wikipedia
27936,27965,"김명제를 얻은 두산 ! 은 ! 여기에 그치지 않고 ! 신일고등학교의 강속구 투수 서동환도 2 , 차 1순위( , 전체 2순위)로 ! 지명하면서 5억원 : 을 . 안겼다 , .","{'word': '서동환', 'start_idx': 38, 'end_idx': 40, 'type': 'PER'}","{'word': '신일고', 'start_idx': 23, 'end_idx': 25, 'type': 'ORG'}",per:schools_attended,wikipedia
28295,28325,재미 언론가 ? 문명자는 1999년 그의 저서 《내가 본 박정희와 김대중》에 “만주국 . 육군군관 ! 학교 ; 시절 박정희의 창 ! 씨명은 다카키 ? 마사오 : . ? 그곳을 졸업 . 하고 일본 육군사관학교에 편입했을 때 박정희는 창씨명을 완전히 일본사람 이름처럼 보이는 ! 오카모토 미노루 ; 로 바꾼다.” ! 라고 서술하였다.,"{'word': '박정희', 'start_idx': 55, 'end_idx': 57, 'type': 'PER'}","{'word': '육군사관학교', 'start_idx': 86, 'end_idx': 91, 'type': 'ORG'}",per:schools_attended,wikipedia
29109,29142,2011년 8월 22일 위메이드 폭스의 해체로 : 해체 게임단 공개 포스팅으로 CJ 엔투스로 영 ; 입되었다.,"{'word': '위메이드 폭스', 'start_idx': 13, 'end_idx': 19, 'type': 'ORG'}","{'word': '2011년 8월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",org:dissolved,wikipedia
29540,29575,"; 대구 ! 고등학교 2 , 학년 . 때인 2008년에 : 투수 정인욱, 이강혁 등 ! 과 , 함께 대구고등학교를 ; 창단 첫 봉황대기 . 우승으로 이끌었고, 그 ! 는 우수 투수상을 수상했다.","{'word': '이강혁', 'start_idx': 29, 'end_idx': 31, 'type': 'PER'}","{'word': '대구고', 'start_idx': 39, 'end_idx': 41, 'type': 'ORG'}",per:schools_attended,wikipedia
29553,29588,"? 송명근은 경기대학교 1학년 ; 때부터 당당히 주전으로 활약 ; 하였고, 이민규, 송희채와 함께 경기대 3인방으로 불리며 . 대학 . 배구 . 에서 큰 주목 : 을 받았다 , .","{'word': '송명근', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '경기대', 'start_idx': 48, 'end_idx': 50, 'type': 'ORG'}",per:schools_attended,wikipedia
29639,29675,"2015년 4월 28일 : 그리스 : 국회에서 ERT의 ; 방송 재개 ; 에 , 대한 법률이 통과되었고, 2015년 6월 11일 . 오전 6시에 NERIT가 폐국 , 되고, ERT의 방송 , 이 2년 만에 재개되었다.","{'word': 'NERIT', 'start_idx': 68, 'end_idx': 72, 'type': 'ORG'}","{'word': '2015년 6월 11일', 'start_idx': 48, 'end_idx': 59, 'type': 'DAT'}",org:dissolved,wikipedia
30010,30047,"일본 제국 육군의 연료 ! 창은 ? 1945년 ! 까지 ? 일본 제국 ? 이 , 패망할 때까지 쓰였고, 연료창을 접수 . 한 연합국의 일본 점령군 ; 은 제 . 5 ? 공군의 항공기지인 후추 항공기지로 바꿨다.","{'word': '일본 제국 육군', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}","{'word': '1945년', 'start_idx': 15, 'end_idx': 19, 'type': 'DAT'}",org:dissolved,wikipedia
30372,30410,"연세대학교 시절 정민혁과 함께 원투 펀치를 형성하며 대학 , 리그를 : 평정했으며 ! , 2 ~ 3학년때 ! 정민혁과 함께 . 연고전에서 고대를 상대로 : 2연승 ! 을 거뒀다.","{'word': '정민혁', 'start_idx': 52, 'end_idx': 54, 'type': 'PER'}","{'word': '연세대', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",per:schools_attended,wikipedia
31045,31085,"현대 유니콘스의 마지막 해였던 2007년에는 마지막으로 다시 12 , 승을 거뒀다 ! .","{'word': '현대 유니콘스', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}","{'word': '2007년', 'start_idx': 17, 'end_idx': 21, 'type': 'DAT'}",org:dissolved,wikipedia
31221,31261,"신 . 일고등학교 시절 광주제일고등학교의 최희섭과 함께 '고교 양대 거포'로 불렸고, . 신일고 1년 후배 봉중근, ! 김광삼과 함께 3-4-5번타자 '좌-우-좌 : 지그재그 타선'을 구축 ; 하며 ! 1997년 고교 야구판 ; 을 평정했다.","{'word': '김광삼', 'start_idx': 60, 'end_idx': 62, 'type': 'PER'}","{'word': '신일고', 'start_idx': 45, 'end_idx': 47, 'type': 'ORG'}",per:schools_attended,wikipedia
31658,31699,그러나 구민주계가 지방선거에서 좋지못한 실적 ? 을 거두고 구태정당 이라는 비난을 받자 2007년 6월 27일 중도개혁통합신당과 합당하여 '중도통합민주당을 창당하였다.,"{'word': '중도개혁통합신당', 'start_idx': 59, 'end_idx': 66, 'type': 'ORG'}","{'word': '2007년 6월 27일', 'start_idx': 46, 'end_idx': 57, 'type': 'DAT'}",org:dissolved,wikipedia
32127,32171,"차터하우스 학교 ; 와 ! 옥스퍼드 대학교에서 공부 ? 한 존 웨슬리는 ? 옥스퍼드 : 링컨 칼리지의 교수(fellow)가 되었으며, 1725년 . 에는 부제 ; 가, 1728년에는 . 사제/장로 . 목사 : 가 : 되었다.","{'word': '웨슬리', 'start_idx': 27, 'end_idx': 29, 'type': 'PER'}","{'word': '옥스퍼드 대학교', 'start_idx': 10, 'end_idx': 17, 'type': 'ORG'}",per:schools_attended,wikipedia
32243,32289,"1999년 외환위기와 ! 함께 신동아그룹은 ? 부도 . 가 났고, 그 . 도 2000억원대 외화밀 ? 반출 및 ? 횡령의 : 혐의로 검찰의 조사 , 를 받게 , 된다.","{'word': '신동아그룹', 'start_idx': 15, 'end_idx': 19, 'type': 'ORG'}","{'word': '1999년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",org:dissolved,wikipedia
50,50,"1924년 11월 26일에는 ! 정부 형태 ; 를 군주제에서 인민 ; 공화제로 ? 고쳐 국호를 몽골 인민 공화국으로 정하고, 세계에서 2번째로 공산주의 국가가 되었다.","{'word': '몽골 인민 공화국', 'start_idx': 44, 'end_idx': 52, 'type': 'ORG'}","{'word': '공화제', 'start_idx': 32, 'end_idx': 34, 'type': 'POH'}",org:political/religious_affiliation,wikipedia
244,244,"또한 비문에는 사무드라굽타가 비슈누파 힌두교 신자라는 ? 내용 ; 이 언급되어 있는데, 비문에 따르면 사무드라굽타 , 는 ? 전쟁 : 에서 승리할 때마다 베다 ? 시대의 왕들이 큰 승리를 거뒸 ; 을 때 , 거행했던 , 마제 ! 인 아 ? 슈바메다를 비롯한 다양한 , 힌두교 ! 의식 ; 들을 ? 수행하였다고 , 한다 ! .","{'word': '사무드라굽타', 'start_idx': 52, 'end_idx': 57, 'type': 'PER'}","{'word': '힌두교', 'start_idx': 21, 'end_idx': 23, 'type': 'ORG'}",per:religion,wikipedia
279,279,"러일 전쟁 때 일본군에 적극 협조하고 1905년 손병희가 동학의 전통을 이어 ; 반일 사상을 가진 천도교를 포교하자 이에 맞서 친일 사상을 가진 ! 시천교(侍天敎 . )를 창설, 교주가 되었다.","{'word': '손병희', 'start_idx': 27, 'end_idx': 29, 'type': 'PER'}","{'word': '천도교', 'start_idx': 53, 'end_idx': 55, 'type': 'ORG'}",per:religion,wikipedia
280,280,교황령의 ; 통치자 ! 인 교황 ? 은 가톨릭교회 ? 의 . 종교 지도자이기도 하였다.,"{'word': '교황령', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '가톨릭', 'start_idx': 14, 'end_idx': 16, 'type': 'ORG'}",org:political/religious_affiliation,wikipedia
590,590,"일본의 ! 진언종은 구카이(空海くうかい홍법 대사 ? : ! 774-835)가 중국 . 당나라의 장안 ! 으로 건너가 . 청룡사에서 혜과로부터 ; 배운 밀교 , 를 기반으로 하고 ? 있다.","{'word': '구카이', 'start_idx': 9, 'end_idx': 11, 'type': 'PER'}","{'word': '진언종', 'start_idx': 4, 'end_idx': 6, 'type': 'ORG'}",per:religion,wikipedia
918,918,"윌리엄 벤턴 ! 스크랜턴(William Benton Scranton . , ! 1856~1922) 선교사는 미국 북감리교회에서 한국에 파송한 선교사로 , 서울 시병원과 아현교회, : 상동교회 : , , 동대문교회 : 등을 ; 설립하였고 전덕기를 ? 비롯 ! 한 많은 교회 지도자들을 길러냈다 , .","{'word': '전덕기', 'start_idx': 112, 'end_idx': 114, 'type': 'PER'}","{'word': '감리교', 'start_idx': 57, 'end_idx': 59, 'type': 'ORG'}",per:religion,wikipedia
1144,1144,"영국식 입헌군주제와 경제적 자유주의를 주창하던 진보당 , 과, , 개혁 ! 적 자유주의를 주창 ; 하던 입헌민주당에 , 반대하는 전형 ; 적인 보수 정당으로 : 기능하였다.","{'word': '민주당', 'start_idx': 49, 'end_idx': 51, 'type': 'ORG'}","{'word': '자유주의', 'start_idx': 36, 'end_idx': 39, 'type': 'POH'}",org:political/religious_affiliation,wikipedia
1148,1148,"그는 리처드 . 도킨스 : ( ! Richard Dawkins ! ), 크리스토퍼 히친스 (Christopher Hitchens), , 다니엘 데넷 (Daniel Dennett)과 함께 ! 무신론자 4명의 기수 ? 중 한 명 . 으로 : 여겨진다.","{'word': '도킨스', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}","{'word': '무신론', 'start_idx': 92, 'end_idx': 94, 'type': 'POH'}",per:religion,wikipedia
1249,1249,"《법화경》을 근본 교의(敎義)로 하고 선정(禪定)과 지혜의 , 조화를 ? 종의(宗義) , 로 하는 신라의 천태종은 고려 때 대각국사 의천에 의거(依據)해 해동천태종으로 성립되었다.","{'word': '대각국사', 'start_idx': 62, 'end_idx': 65, 'type': 'PER'}","{'word': '천태종', 'start_idx': 52, 'end_idx': 54, 'type': 'ORG'}",per:religion,wikipedia
1394,1394,"봉은사, , 월정사 등에서 행자 생활 : 을 거쳐 2016년 직지사에서 사미계를 받으면서 대한불교 조계종의 승려가 되었다.","{'word': '직지사', 'start_idx': 29, 'end_idx': 31, 'type': 'ORG'}","{'word': '대한불교 조계종', 'start_idx': 45, 'end_idx': 52, 'type': 'ORG'}",org:political/religious_affiliation,wikipedia
1496,1496,"미국 오하이오 윌밍턴 칼리지 ; 신학과를 : 나온 이후 . 1917년 1월, 퀘이커교 선교사로써 국민정부 시대 중화민국 ? 대륙 본토 베이핑을 처음으로 내방(來訪) : 하였으며 그 당시 리타이구이(李太規, 이태규)라는 중국어 이름을 사용하였다.","{'word': '리타이구이', 'start_idx': 93, 'end_idx': 97, 'type': 'PER'}","{'word': '퀘이커', 'start_idx': 37, 'end_idx': 39, 'type': 'ORG'}",per:religion,wikipedia
1733,1733,"; 현재 통일교의 ; 세계회장은 문선진이지만, 참 : 어머님으로 불리는 한학자씨가 실권을 잡고 있으며, 사망 전 문선명에 의해 유일한 ! 후계자 , 로 지명받은 전 세계회장 문형진씨는 , 별개 세력화를 선언한 상태이다 , .","{'word': '문선명', 'start_idx': 56, 'end_idx': 58, 'type': 'PER'}","{'word': '통일교', 'start_idx': 3, 'end_idx': 5, 'type': 'ORG'}",per:religion,wikipedia
1865,1865,"1844년 무신론 정치 ! 경제학자인 카를 마르크스는 그의 저서 , 《헤겔 법철학의 비판을 위하여, 서설》에서 '종교적 비참은 ; 현실적 비참의 . 표현이자 현실적 , 비참에 대한 항의이다. 종교는 곤궁한 피조물의 : 한숨이며, 무정한 세계의 감정이고, 또 정신 없는 상태의 정신이다. . 종교는 인민의 아편이다.' 라고 주장하였다 . .","{'word': '마르크스', 'start_idx': 22, 'end_idx': 25, 'type': 'PER'}","{'word': '무신론', 'start_idx': 6, 'end_idx': 8, 'type': 'POH'}",per:religion,wikipedia
2090,2090,"그 실례로 문익환 목사는 감리교 목사인 이현주 목사와 함께 공동번역성 ? 서 ; 번역에 개신교측 번역자로 참여했으며, 구약성서를 다윗, 사무엘 ; 등의 ; 영웅들 . 에게 가려진 민중의 관점에서 알기 쉽게 설명한 《히브리 민중 ? 사》(삼민사 刊)를 저술하였다.","{'word': '이현주', 'start_idx': 22, 'end_idx': 24, 'type': 'PER'}","{'word': '개신교', 'start_idx': 44, 'end_idx': 46, 'type': 'ORG'}",per:religion,wikipedia
2172,2172,스웨덴은 1809년 헌법 개정으로 ? 다시 입헌군주제와 의원 내각제를 채택하면서 의회 : 의 권한 : 을 ? 복원하였다.,"{'word': '스웨덴', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '입헌군주제', 'start_idx': 22, 'end_idx': 26, 'type': 'POH'}",org:political/religious_affiliation,wikipedia
2398,2398,헤이안 시대에는 당나라 유학 ! 승려 출신인 사이초와 구카이가 각각 천태종과 진언종을 성행시켰다.,"{'word': '사이초', 'start_idx': 23, 'end_idx': 25, 'type': 'PER'}","{'word': '천태종', 'start_idx': 36, 'end_idx': 38, 'type': 'ORG'}",per:religion,wikipedia
2524,2524,"따라서 로베스피에르는 에베르파 . 와 비슷하게 그리스도교 , 를 탄압하였는데, 두 파벌은 이신론( : 理神論)과 무신론(無神論)이라는 점 . 에서만 의견이 달랐다고 할 수 ; 있다.","{'word': '로베스피에르', 'start_idx': 4, 'end_idx': 9, 'type': 'PER'}","{'word': '이신론', 'start_idx': 44, 'end_idx': 46, 'type': 'POH'}",per:religion,wikipedia
2678,2678,아일랜드 공화국은 1919년 1월 그레이트브리튼으로부터의 ; 독립을 선언한 혁명정체다.,"{'word': '아일랜드', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '공화국', 'start_idx': 5, 'end_idx': 7, 'type': 'ORG'}",org:political/religious_affiliation,wikipedia
2704,2704,"1902년부터 일본에 . 망명해 있던 중, 천도교 교주 손병희를 : 만나 손병희, 양한묵(梁漢默 . ) ? 등의 거듭 ? 된 권고로 : 천도교에 . 입교했다.","{'word': '손병희', 'start_idx': 29, 'end_idx': 31, 'type': 'PER'}","{'word': '천도교', 'start_idx': 22, 'end_idx': 24, 'type': 'ORG'}",per:religion,wikipedia
2752,2752,"티토의 전범조사위원회는 ! 가톨릭 교회 : 가 ! 우스 : 타 ; 쉬 학살에 깊숙이 관연한 것으로 보고 바티칸 : 교황청에 스테피나츠 대주교 : 를 교체해 , 줄 것 : 을 요청했다.","{'word': '바티칸', 'start_idx': 45, 'end_idx': 47, 'type': 'ORG'}","{'word': '가톨릭', 'start_idx': 13, 'end_idx': 15, 'type': 'ORG'}",org:political/religious_affiliation,wikipedia
2848,2848,"모스크바 시간 기준 2015년 5월 12일, 넴초프 , 가 한때 이끌었던 자유주의 성향의 야당 러시아 공화당-인민자유당(RPR-PARNAS) ! 은 넴초프가 작성 : 한 러시아의 우크라이나 사태 개입 관련 보고서 . 를 공개했고, 전체 64페이지 분량의 이 보고서에는 , 우크라이나 동부 돈바스 지역에서의 우크라이나 정부군과 친(親) , 러시아 분리주의 반군 ? 간 ? 전투에 러시아군이 친러시아 분리주의 반군을 도와 참여한 증거와 피해 규모 . 등이 들어가 있다 ? .","{'word': '자유당', 'start_idx': 60, 'end_idx': 62, 'type': 'ORG'}","{'word': '자유주의', 'start_idx': 38, 'end_idx': 41, 'type': 'POH'}",org:political/religious_affiliation,wikipedia
3020,3020,"2012년 . 7월 실시 ! 된 , 대통령 선거에서 . 중도주의 정당인 제도혁명당(PRI)의 엔리케 페냐 니에 ! 토(임기 : 2012년 12월 1일 ~ : 2018년 ; 11월 30일)가 선출되어 대통령 직 ! 을 수행하여 안드레스 마누엘 로페스 오브라도르에게 정권 ? 을 내주고 , 퇴임하였다.","{'word': '제도혁명당', 'start_idx': 31, 'end_idx': 35, 'type': 'ORG'}","{'word': '중도주의', 'start_idx': 22, 'end_idx': 25, 'type': 'POH'}",org:political/religious_affiliation,wikipedia
